,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,cluster
21257,21258,250000,1,3,1,50,0,0,0,0,0,2,254893,258013,263493,268861,274444,290235,9316,9637,9765,10021,20300,10023,0,3.0
21271,21272,500000,1,1,1,50,0,0,0,0,0,0,350340,359289,366475,248288,253283,258707,12884,13000,7029,7100,7500,7399,0,3.0
21279,21280,290000,1,3,1,61,0,0,0,0,0,0,281967,288456,296084,218399,200461,204637,10492,12447,8973,6761,6983,5980,0,3.0
21303,21304,360000,1,1,1,51,0,0,0,0,0,0,346225,353200,337593,341528,350949,355869,14562,13806,12303,15005,13729,7700,1,3.0
21318,21319,660000,1,1,2,55,-1,0,0,0,0,-2,284334,288120,325889,342408,19903,20843,6486,38507,20000,2000,1000,345,0,3.0
21320,21321,700000,1,2,1,50,0,0,0,0,0,0,280809,273492,224238,174189,121717,124040,10000,8500,7093,4500,4100,4100,0,3.0
21321,21322,300000,1,1,1,50,2,2,2,2,2,2,245193,250672,256178,260434,264114,269733,11000,11000,10000,9500,10000,1300,1,3.0
21327,21328,320000,1,1,1,52,0,0,0,0,0,0,293481,249201,232645,212184,204791,125974,10104,7216,10050,6313,4075,4033,0,3.0
21345,21346,350000,1,1,1,57,0,0,0,0,0,0,262719,269742,263086,269832,271763,276224,11500,18000,11000,11500,14000,12000,0,3.0
21346,21347,440000,1,1,1,64,0,0,0,0,0,0,427038,431540,413605,355274,361170,338732,20000,18000,18003,15000,13000,17000,0,3.0
21350,21351,500000,1,2,1,59,0,0,0,0,0,0,197792,201418,205895,212010,214287,218266,7200,8000,10010,7500,7266,6218,0,3.0
21375,21376,760000,1,3,1,54,0,0,0,0,0,0,447670,455970,462497,469931,474421,480598,20011,19500,19019,18003,20000,22000,0,3.0
21381,21382,680000,1,2,2,64,0,0,0,0,0,0,568532,577681,577015,565669,524315,476846,22000,23000,21300,20000,17500,17000,0,3.0
21397,21398,290000,1,3,1,53,0,0,0,0,0,0,271508,261713,267792,273208,277225,284010,11000,11800,11500,10000,11000,9000,0,3.0
21437,21438,360000,2,2,2,25,0,0,0,0,0,0,354626,356006,351383,335323,332865,333404,14000,14000,12000,12000,12000,12000,1,3.0
21439,21440,360000,2,2,1,26,0,0,0,0,0,0,358897,357100,362900,293597,249345,228470,14245,14061,11028,8813,7900,8100,1,3.0
21445,21446,290000,2,2,2,26,0,0,0,0,0,0,291861,254619,226755,155527,125986,107792,9596,7700,4402,3300,3100,4000,0,3.0
21468,21469,390000,2,1,2,27,0,0,0,0,0,0,375023,376767,359292,348513,272077,225079,13313,13705,15454,144206,9000,10000,0,3.0
21472,21473,500000,2,2,2,34,0,0,0,0,0,0,367463,287148,262173,90450,9685,-39046,10584,30232,3018,1335,30000,10000,0,3.0
21933,21934,290000,2,2,2,27,0,0,0,0,0,0,240506,235475,240584,212024,216379,209440,8601,9300,8000,7612,8015,7008,0,3.0
21965,21966,300000,2,2,2,28,0,0,0,0,0,0,327724,325970,325020,319750,265136,262378,11250,11877,10487,7831,8092,7634,0,3.0
21980,21981,270000,2,2,1,27,1,2,0,0,0,0,253072,247521,253024,258109,243331,247504,0,11000,11000,8900,9000,9200,0,3.0
21985,21986,300000,2,2,2,28,0,0,2,2,2,2,275855,286812,280337,318248,316147,303666,15000,7000,50000,12000,0,13000,1,3.0
22069,22070,260000,2,2,1,28,0,0,0,0,0,0,238896,244419,250051,247271,250327,253355,11000,11065,9500,9000,9100,9500,0,3.0
22087,22088,500000,2,2,2,28,-1,0,0,0,0,0,319082,0,300165,281019,44528,40325,8752,0,21420,1002,935,967,0,3.0
22090,22091,320000,2,2,1,28,0,0,2,0,0,0,320635,313060,293055,269585,248093,239025,12500,22,11155,9100,8700,9183,1,3.0
22107,22108,240000,2,2,1,28,2,2,2,2,2,0,191137,210333,206332,214981,194817,186895,24000,0,12014,0,5307,5001,1,3.0
22190,22191,400000,2,2,2,30,0,0,0,0,0,0,438569,446484,454826,411587,368563,252669,16718,16289,14100,12958,7807,6667,0,3.0
22198,22199,380000,2,2,2,30,0,0,0,0,0,0,305489,299641,256345,258936,228387,203931,11687,12160,12434,8651,8531,6974,0,3.0
22204,22205,350000,2,2,2,25,0,0,2,0,0,0,327915,342405,344459,351335,143291,98042,20000,9000,15076,5000,4000,4000,1,3.0
22262,22263,420000,2,1,2,31,0,0,0,0,0,0,233413,241503,277447,287781,294010,319257,12000,40000,15000,11000,30000,15000,1,3.0
22270,22271,280000,2,1,2,33,0,0,0,0,0,0,266030,264176,267668,262905,260296,254023,12000,12001,12000,9510,10002,10000,0,3.0
22312,22313,300000,2,2,2,30,0,0,0,0,2,0,251986,231773,225295,236540,168519,172674,11000,11000,17000,0,7000,12000,0,3.0
22352,22353,350000,2,1,2,32,0,0,0,0,2,0,260076,265242,271726,295642,283684,282575,9501,10766,29060,55,10104,9324,0,3.0
22373,22374,420000,2,2,1,32,0,0,0,0,0,0,546485,228070,184810,131304,110930,84193,18546,8931,4940,1796,3100,133131,0,3.0
22384,22385,340000,2,2,2,29,0,0,0,0,0,0,246245,250923,256428,233608,171349,158565,8730,9680,8613,6101,5725,5524,0,3.0
22391,22392,250000,2,1,2,33,2,0,0,0,0,2,243262,238599,198588,203286,215882,214320,7991,9000,8000,16000,2000,6200,1,3.0
22400,22401,260000,2,5,1,28,0,0,0,0,0,0,237212,228643,231156,223415,158739,159210,8006,7550,8080,4645,5047,4528,0,3.0
22435,22436,360000,2,1,2,38,0,0,0,2,0,0,254900,259974,268459,271691,277226,283210,9300,14200,9200,10000,10403,11900,0,3.0
22436,22437,310000,2,2,1,38,0,0,0,0,0,0,302623,310142,308006,239008,245493,250797,12000,12000,8500,10000,9000,8500,0,3.0
22441,22442,330000,2,2,2,36,0,0,0,0,0,0,257156,257576,256014,245244,239441,242025,10037,10109,10053,10014,9001,9001,0,3.0
22465,22466,500000,2,3,2,44,0,0,0,0,0,0,206766,196931,190584,124514,211301,200525,20077,20972,5045,100055,10018,10197,0,3.0
22503,22504,260000,2,2,2,32,0,0,0,0,0,0,251330,256988,234260,227884,202178,198467,10000,9014,11002,7503,7502,7500,1,3.0
22563,22564,230000,2,1,2,30,0,0,0,0,0,0,246101,261430,237267,212105,186149,159683,38172,9000,7800,6650,5496,5145,0,3.0
22571,22572,500000,2,1,1,44,0,0,0,0,0,0,322849,331476,339278,85500,87192,92581,14000,15000,4000,4000,6784,0,0,3.0
22574,22575,420000,2,1,2,37,0,0,0,0,0,0,433837,426169,411637,340947,267641,214445,15500,17000,13541,10008,7705,7246,0,3.0
22625,22626,380000,2,1,2,34,2,2,2,2,2,2,315912,322199,331518,337703,343612,351089,13000,16001,13150,13000,13150,13300,0,3.0
22645,22646,450000,2,2,1,34,0,0,0,0,0,0,372188,383052,74835,87584,95161,103398,20000,3703,15000,10000,10000,25000,0,3.0
22656,22657,350000,2,1,2,44,2,3,2,2,2,2,309250,314607,322032,327193,333278,340791,12000,14000,12000,13000,13000,13000,1,3.0
22666,22667,220000,2,3,1,43,0,0,0,0,0,0,242526,228858,218878,193596,167149,157817,8100,8100,7000,5900,5600,5000,1,3.0
22694,22695,340000,2,1,1,34,0,0,0,0,0,0,254219,252984,252180,250359,203580,192415,9500,9780,9425,7500,6800,7200,0,3.0
22697,22698,500000,2,2,1,35,0,0,0,0,0,0,286595,292813,302966,300000,400000,0,11000,14846,6000,100000,0,279260,0,3.0
22700,22701,500000,2,2,1,41,0,0,0,0,0,0,275956,277193,284198,285419,261073,233343,15000,13000,10000,10000,10000,10000,0,3.0
22712,22713,380000,2,2,1,30,0,0,0,0,0,-1,384846,359926,349753,296465,193342,311009,13291,15287,8532,4334,317077,11892,0,3.0
22723,22724,280000,2,2,2,35,0,0,0,0,0,0,259637,259593,261595,267359,236734,231064,10028,12500,13106,231064,15004,8004,0,3.0
22738,22739,260000,2,1,2,30,0,0,0,0,0,0,235961,222409,215056,212791,177159,143920,7988,7979,6807,5247,5240,5000,0,3.0
22744,22745,340000,2,2,1,30,0,0,0,0,0,0,338624,338272,339191,325675,285417,284834,15000,15000,15000,15000,12000,12500,1,3.0
22746,22747,250000,2,2,1,38,2,0,0,0,0,0,236546,232795,189111,189558,185565,189003,8007,7000,8200,7000,7000,8000,0,3.0
22764,22765,600000,2,2,2,30,0,0,0,0,0,0,501499,510470,520492,525749,480722,460068,19500,20462,19445,17348,16536,16845,0,3.0
22792,22793,260000,2,1,2,44,0,0,0,0,0,0,279670,286796,295631,299692,164332,183033,11778,15000,8526,20000,20000,20092,0,3.0
22793,22794,500000,2,1,1,34,0,0,0,0,0,0,250263,247516,245012,243417,233968,209220,29000,29000,30000,30000,6110,6200,0,3.0
22799,22800,260000,2,1,1,44,0,0,0,0,0,0,296349,300155,305798,306082,304048,14982,6891,8668,6907,6088,14982,12588,0,3.0
22807,22808,370000,2,2,1,35,0,0,0,0,0,0,236242,240804,243293,226471,217901,195244,10301,11000,9004,6930,6000,6100,0,3.0
22838,22839,350000,2,2,2,35,0,0,0,0,0,0,314309,313673,322806,328616,278858,281692,13000,15074,20353,10040,15000,10000,0,3.0
22850,22851,570000,2,2,1,46,0,0,0,0,0,0,563892,569577,577957,563543,451401,108890,19534,25100,15159,11732,42880,422000,0,3.0
22857,22858,490000,2,2,1,31,0,0,0,0,0,0,245566,238208,226020,212422,201680,164989,10095,9861,7055,6189,5046,5089,0,3.0
22878,22879,290000,2,2,2,34,2,2,2,2,2,2,219757,214747,227698,232468,227226,241556,0,18000,10000,0,18000,0,1,3.0
22881,22882,280000,2,1,2,37,0,0,0,0,0,0,280323,284176,283680,273446,279458,269333,10505,10424,10047,10683,10073,9084,1,3.0
22891,22892,500000,2,1,1,36,0,0,0,0,0,0,238847,242326,248425,242854,226764,210947,10000,10146,10103,7108,7396,5000,0,3.0
22946,22947,210000,2,2,2,44,0,0,0,0,0,0,308361,314507,320167,327871,34285,30900,9408,10300,11642,1602,1500,0,1,3.0
22951,22952,240000,2,2,1,32,0,0,0,0,0,0,234774,231155,236914,241351,244202,115036,10000,11000,11000,10000,5000,5000,0,3.0
22955,22956,420000,2,2,1,46,0,0,0,0,0,0,347531,345620,344364,202241,196082,189064,13503,15031,7011,7010,7013,7015,0,3.0
22965,22966,380000,2,1,1,33,0,0,0,0,0,0,372926,354068,327342,247528,128386,128820,13248,9543,6106,3013,3398,6067,0,3.0
22968,22969,300000,2,2,1,27,1,2,0,0,0,0,311987,305417,296009,92553,94259,96868,0,12500,3200,3000,3000,3000,0,3.0
22971,22972,280000,2,2,2,27,0,0,0,0,0,0,272507,219510,217637,177535,178337,180885,8533,8888,8006,6406,6606,7006,0,3.0
22988,22989,500000,2,1,2,42,0,0,0,0,0,0,237066,171440,177859,159518,186563,168083,20000,50000,10000,50000,20000,50000,0,3.0
23005,23006,260000,2,2,2,33,2,2,2,0,0,0,258150,265961,258903,131150,214180,153755,20485,27,2914,159658,5592,5837,1,3.0
23006,23007,380000,2,2,1,45,0,0,0,0,0,0,220208,225537,230898,237118,240452,245499,9000,9000,10068,8768,9087,9133,0,3.0
23010,23011,230000,2,2,1,43,0,0,0,0,0,0,226319,230825,234832,217987,169529,172143,9309,8795,8337,6015,6292,6080,1,3.0
23020,23021,280000,2,2,1,38,0,0,0,0,0,0,242864,237821,223180,237301,201226,207802,11000,11000,20000,10000,10000,15000,0,3.0
23024,23025,500000,2,2,1,36,0,0,0,0,0,0,352986,352870,350017,347410,337015,332360,13016,13172,15200,12000,13617,13000,0,3.0
23026,23027,610000,2,1,2,43,0,0,2,0,0,0,403546,418882,413942,420120,427886,437131,25002,8000,16385,16000,16000,34000,0,3.0
23039,23040,220000,2,1,1,41,8,7,6,5,4,3,246915,243234,238172,232446,227800,225044,0,0,0,0,0,0,1,3.0
23048,23049,440000,2,2,1,32,2,0,0,0,0,0,339410,324469,324109,287932,287892,276902,11500,11129,10300,11098,11200,12000,0,3.0
23075,23076,360000,2,1,1,32,0,0,0,0,0,0,317024,313710,299059,281436,274358,270877,11200,12112,11500,9600,10005,9651,0,3.0
23091,23092,710000,2,4,2,32,0,0,0,0,0,0,377249,382116,391305,195642,189101,182062,11000,12000,8000,7000,7000,6500,0,3.0
23095,23096,250000,2,2,1,32,0,0,0,0,2,2,195044,198294,202571,226423,221296,234762,8000,7478,27349,0,17000,0,0,3.0
23096,23097,690000,2,3,2,34,0,0,0,0,0,-1,390757,397292,390166,360568,331674,160287,14724,19118,7415,20348,160671,91323,0,3.0
23110,23111,310000,2,2,2,32,0,0,0,0,0,0,325056,327591,322273,272890,208257,206609,13294,12131,8543,10185,8290,7500,0,3.0
23136,23137,250000,2,5,1,33,0,0,0,0,0,0,211084,211577,202346,203132,201230,199820,6934,7000,8975,7043,8000,10000,0,3.0
23169,23170,320000,2,2,1,37,2,2,2,2,2,2,289260,297888,304025,308421,315291,310339,14500,12001,10500,13000,1,120021,0,3.0
23190,23191,340000,2,1,1,36,0,0,0,0,0,0,183898,185268,326074,276519,251815,218706,60075,160444,10143,7190,6283,5208,0,3.0
23224,23225,480000,2,1,1,43,0,0,0,0,0,0,276681,282328,288120,294000,300000,3493,5647,5792,5880,6000,3493,21308,0,3.0
23225,23226,460000,2,1,1,37,1,2,0,0,0,0,268775,262956,268463,273066,278594,284423,0,9737,9060,9200,9480,9627,1,3.0
23226,23227,280000,2,2,1,39,0,0,0,0,0,0,269472,253792,276979,238527,239280,238926,8229,150062,50000,4786,4779,4876,0,3.0
23239,23240,330000,2,1,2,44,2,0,0,2,0,0,238795,243621,259517,253863,257535,262753,10300,21400,0,9400,9542,9766,1,3.0
23275,23276,500000,2,1,2,44,0,0,0,0,0,0,120452,190135,212134,201014,222520,208271,100000,50000,10012,50000,10000,10000,0,3.0
23302,23303,300000,2,2,1,42,0,0,0,0,0,0,281000,291482,297425,296884,241037,247383,15000,12039,13000,9000,10059,10000,0,3.0
23318,23319,310000,2,2,2,31,0,0,0,0,0,0,313956,314859,307371,299501,217763,217659,11000,12500,11000,6600,7000,7493,1,3.0
23331,23332,500000,2,2,1,40,0,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000,0,3.0
23346,23347,240000,2,1,2,33,0,0,0,0,0,0,239278,237018,238641,230758,196830,201112,9582,9963,8013,6658,7059,6609,0,3.0
23354,23355,470000,2,1,1,28,0,0,0,0,0,0,178262,177644,171997,165014,158839,148035,6100,6000,7100,5100,5200,4900,0,3.0
23361,23362,350000,2,2,2,28,1,2,0,0,0,0,358895,346575,345088,341811,265953,93300,0,14579,13557,12000,5000,11000,1,3.0
23377,23378,550000,2,2,1,32,2,0,0,0,0,0,548551,546741,535509,548020,530672,155083,21094,22863,167622,14000,4300,158064,1,3.0
23416,23417,220000,2,1,1,44,0,0,0,0,0,0,215191,215969,216849,214030,213678,190469,10000,10000,7000,6568,6000,5000,0,3.0
23449,23450,600000,2,3,2,44,0,0,0,-1,0,0,140179,112498,82803,380337,368527,390197,5000,8340,380478,12625,60000,7000,0,3.0
23484,23485,490000,2,2,1,31,0,0,0,0,0,0,470579,482733,492718,282450,287363,272578,19469,20000,12000,11000,10000,10000,0,3.0
23497,23498,430000,2,1,2,33,0,0,0,0,0,0,345053,336467,321019,272838,206081,163130,13206,36000,30000,30000,30000,104000,0,3.0
23503,23504,320000,2,2,1,33,0,0,0,0,0,0,324160,295866,226752,222278,224190,226836,10067,11000,5000,4519,2646,21457,0,3.0
23513,23514,240000,2,1,1,30,0,0,0,0,0,0,236823,241067,240998,244836,233036,237938,10279,10500,10581,8000,8500,9400,0,3.0
23552,23553,500000,2,2,1,43,0,0,0,0,0,0,374802,355323,352868,353297,377371,365278,14000,14500,13000,13000,15000,15000,0,3.0
23578,23579,360000,2,2,2,37,0,0,0,0,0,0,292725,296679,301181,303398,289602,289457,10638,11115,10700,9820,9902,9910,0,3.0
23602,23603,300000,2,2,1,33,2,2,0,0,0,0,279065,273067,278910,283920,253113,246560,0,10638,10569,8809,8883,9960,1,3.0
23612,23613,310000,2,1,1,34,0,0,0,0,0,0,270776,263983,215686,186680,82775,107595,11080,8054,7037,2010,50186,2011,0,3.0
23627,23628,360000,2,2,1,41,0,0,0,0,0,0,270553,255348,262153,260025,169474,130705,10900,12500,12500,7000,5000,5200,0,3.0
23640,23641,380000,2,2,1,39,0,0,0,0,0,0,307388,280090,249018,252496,253331,238051,12936,9190,9000,8100,8100,8000,0,3.0
23705,23706,500000,2,2,1,50,0,0,0,2,0,0,290301,296479,306661,306438,298068,293489,11000,15000,10000,10003,10000,11000,0,3.0
23706,23707,410000,2,2,1,50,0,0,0,0,0,0,249152,246659,248934,246011,240845,213767,9000,11000,10000,7500,8000,8000,0,3.0
23708,23709,240000,2,2,2,59,0,0,0,0,0,0,230026,239796,231230,196471,190004,161867,20000,12000,7000,8000,6000,6205,0,3.0
23711,23712,290000,2,2,1,52,0,0,0,0,0,0,276377,282814,288983,203517,208435,212674,12880,13000,8000,8600,9000,4000,0,3.0
23721,23722,260000,2,3,1,59,0,0,0,0,0,0,258885,261183,262546,238614,195149,195771,10000,11000,13067,10003,8000,11488,0,3.0
23732,23733,280000,2,2,1,56,2,0,0,0,0,0,284128,284204,284041,283396,213294,213384,9970,10261,17003,7657,7750,7861,1,3.0
23735,23736,230000,2,2,2,51,0,0,0,0,0,0,213457,226037,213682,219016,172407,163690,17000,10000,10000,10000,10000,10000,0,3.0
23749,23750,400000,2,2,1,48,0,0,0,0,0,0,352730,335226,317661,319004,316611,314106,12370,15012,13000,12055,13368,12000,0,3.0
23758,23759,500000,2,2,1,52,0,0,0,0,0,0,588000,277559,288835,281810,273700,269552,17559,36500,20000,36000,20000,80013,0,3.0
23796,23797,360000,2,3,1,47,0,0,0,0,0,0,366484,365469,364081,365927,363629,303097,14463,15861,13600,12057,9340,9515,0,3.0
23809,23810,410000,2,2,1,50,0,0,0,0,0,0,358896,361330,360396,367893,375268,383121,13000,13100,13500,13500,13900,15000,0,3.0
23815,23816,320000,2,3,2,54,-1,-1,0,0,0,0,54661,183429,303849,299996,307016,308110,183429,203849,22080,10000,10000,0,0,3.0
23829,23830,240000,2,3,1,50,0,0,0,0,0,0,242152,237635,242191,212879,185490,188850,8000,8000,7000,6000,6000,7000,0,3.0
23837,23838,360000,2,2,2,54,0,0,0,0,0,0,217936,202845,177252,165622,167824,156851,8880,7992,5627,5554,5456,5445,0,3.0
23840,23841,500000,2,2,1,54,0,0,0,0,0,0,455977,397418,392278,375931,364134,354019,13455,13691,12692,11883,11922,10032,0,3.0
23893,23894,620000,1,2,2,29,0,0,0,0,0,0,524191,524555,445543,443199,451040,431316,19306,15669,16011,16000,15500,17002,0,3.0
23894,23895,270000,1,3,2,36,0,0,0,0,0,0,276192,271773,262623,268735,273709,273139,11000,11100,12000,11000,10200,10500,0,3.0
23924,23925,420000,1,2,1,24,0,0,0,0,0,0,392639,397332,376317,214062,164003,162836,16117,20516,7092,6019,4636,5570,0,3.0
24030,24031,260000,1,1,2,26,0,0,0,0,0,0,250303,198350,189510,178738,182973,187233,7065,7054,6500,7000,7001,10000,0,3.0
24037,24038,340000,1,1,2,26,0,0,0,0,0,0,241720,221836,206485,196137,196447,195114,8000,10000,10000,8032,8000,8500,0,3.0
24054,24055,310000,1,2,2,26,0,0,0,0,0,0,304091,309627,315544,309272,240119,235799,12805,13567,13203,8765,9643,9035,0,3.0
24095,24096,260000,1,2,2,28,0,0,0,0,0,0,251829,234867,237497,215343,205576,207688,10000,10500,9150,7500,8000,7500,0,3.0
24103,24104,460000,1,1,2,29,0,0,0,0,0,0,428369,436349,449078,457587,240651,245605,16833,21000,20000,8000,8000,8100,0,3.0
24117,24118,500000,1,1,2,28,0,0,0,0,0,0,92442,96905,111219,251573,300336,269964,7036,20042,150122,75182,11486,11162,0,3.0
24118,24119,500000,1,1,2,27,0,0,0,0,0,0,252881,224633,486367,616836,250600,296217,30032,271636,30876,60044,50539,100562,0,3.0
24146,24147,430000,1,1,2,29,0,0,0,0,0,0,402396,384100,375827,330644,353036,355121,14000,13400,30696,53036,12752,15980,0,3.0
24161,24162,470000,1,1,2,29,-1,0,0,0,0,0,215666,209106,207970,212373,193628,184908,7395,8037,9048,10000,6115,5750,0,3.0
24166,24167,290000,1,1,2,30,0,0,0,0,0,0,243992,241283,243722,235297,243312,242827,11091,12000,9000,12000,11000,10050,0,3.0
24187,24188,240000,1,2,2,29,0,0,0,0,0,0,210522,224877,208870,107964,227939,232618,20000,8403,4978,220000,8638,8584,0,3.0
24222,24223,500000,1,2,2,32,0,0,0,0,0,-1,331751,254846,162969,142735,76989,106476,10558,7410,3068,94,106476,152,0,3.0
24262,24263,520000,1,1,2,29,0,0,0,0,0,0,464541,388685,280101,184081,108330,89199,15521,10423,7215,4012,3017,3028,0,3.0
24263,24264,400000,1,2,2,29,0,0,0,0,0,0,237425,242225,246475,252429,257510,262931,8600,8000,9000,8200,8500,8500,1,3.0
24268,24269,430000,1,3,2,26,0,0,0,0,0,0,438795,438691,437284,435832,345499,228818,18000,18000,16570,11803,10563,10000,0,3.0
24320,24321,780000,1,1,1,48,0,0,0,0,0,0,171459,178587,190663,195124,184872,191090,10000,15004,10000,8000,10028,7003,0,3.0
24321,24322,420000,1,1,2,35,0,0,0,0,0,0,413076,414013,417086,348345,287150,261219,15048,16078,12638,50700,20014,10127,0,3.0
24322,24323,280000,1,3,1,44,0,0,0,0,0,0,295786,305529,311081,313242,151292,152318,15000,10472,11334,10010,6000,200000,0,3.0
24348,24349,450000,1,2,2,32,0,0,0,0,0,0,166295,147549,234421,240020,240016,223545,5771,90000,10517,8801,8265,9000,0,3.0
24352,24353,390000,1,1,1,41,0,0,0,0,0,0,250490,248886,204333,201825,199355,197036,9506,8000,7500,7500,7500,7100,0,3.0
24356,24357,500000,1,2,1,41,0,0,0,0,0,0,478623,466444,239921,184874,47774,34617,14000,12800,4300,3063,3600,3100,0,3.0
24370,24371,240000,1,2,2,46,0,0,0,0,0,0,262206,257969,256740,246364,127177,33622,9200,12000,5700,3200,1200,1000,1,3.0
24421,24422,240000,1,2,1,34,0,0,0,0,0,0,242805,237854,240535,242770,191520,173461,10000,11000,9248,8005,8000,8000,0,3.0
24432,24433,380000,1,1,2,40,0,0,0,0,0,0,245069,251731,257028,266487,269786,265312,12000,10600,15000,9800,10000,10000,0,3.0
24448,24449,320000,1,2,2,36,2,0,0,2,0,0,283743,289508,302561,283356,275361,268871,12013,21041,1514,9122,9518,9209,1,3.0
24525,24526,240000,1,2,1,41,0,0,0,0,0,0,238902,241717,240041,231036,194520,195392,8135,8685,10252,7016,7033,7019,1,3.0
24526,24527,500000,1,1,1,32,0,0,0,0,0,0,305575,231984,228765,185694,179853,178763,9824,10910,7239,5576,6717,6128,0,3.0
24553,24554,600000,1,1,1,36,0,0,0,0,0,0,372396,416438,459749,455910,463611,466570,50000,50000,15000,20000,15000,7000,0,3.0
24559,24560,260000,1,2,1,42,0,0,0,0,0,0,225844,219261,206742,255079,208755,196701,10030,10000,65500,10000,8000,10000,0,3.0
24583,24584,340000,1,2,1,34,-1,0,0,0,0,0,335002,319219,271435,267100,263741,267488,12510,12101,10045,10010,10000,9800,1,3.0
24584,24585,220000,1,2,2,35,0,0,0,0,0,0,237976,232993,229896,226036,222487,210628,8300,8500,8000,7900,7800,8000,0,3.0
24652,24653,260000,1,2,1,42,0,0,0,0,0,0,252107,222195,209496,215317,220727,218750,12004,15000,15000,12000,10000,10000,0,3.0
24659,24660,310000,1,1,1,41,0,0,0,0,0,0,247202,233712,197450,194834,185943,183624,8213,8668,8247,6729,6639,6764,0,3.0
24686,24687,730000,1,2,1,37,0,0,0,0,-1,0,70309,61991,49082,26873,514114,499100,20000,14023,9035,528897,22005,15000,0,3.0
24695,24696,280000,1,2,1,31,0,0,0,0,0,0,266511,269245,268332,271904,157565,150665,9557,10001,8585,4761,5082,5008,0,3.0
24727,24728,470000,1,1,1,40,1,2,0,0,0,0,276880,241153,204223,151253,138087,109094,5014,10000,5214,4500,5000,4200,0,3.0
24739,24740,240000,1,2,1,39,0,0,0,0,0,0,215013,220938,213460,217816,222214,227174,9600,7800,7907,8021,8610,8084,0,3.0
24742,24743,280000,1,1,2,34,0,0,0,0,0,0,251267,258944,262562,164059,131807,180524,15000,10565,20253,20518,155067,11007,0,3.0
24777,24778,500000,1,2,1,41,1,2,0,0,0,0,169117,163094,161768,164438,162050,163456,0,7400,10000,6000,5907,6000,0,3.0
24794,24795,240000,1,1,1,43,0,0,0,0,0,0,223151,226688,230690,213633,176135,179027,7766,8300,7200,6200,6550,6107,1,3.0
24807,24808,460000,1,1,1,40,0,0,0,0,0,0,235388,213905,217909,195811,199712,203895,8000,7500,7100,7100,7342,8000,0,3.0
24815,24816,350000,1,2,2,32,0,0,0,0,0,0,262576,237656,222586,205845,174438,157061,10013,10029,10009,5609,6000,10000,0,3.0
24816,24817,240000,1,2,1,36,0,0,0,0,0,0,239003,227962,231284,239410,184094,101776,9700,8500,12036,8300,5000,5000,0,3.0
24850,24851,280000,1,1,1,32,0,0,0,0,0,0,284556,265099,270705,278771,283434,259699,9500,10750,12500,11000,9600,9200,0,3.0
24937,24938,450000,1,1,1,37,1,2,0,0,0,0,387192,379442,387398,395655,403568,418182,0,14062,14700,14500,21077,12575,1,3.0
24976,24977,420000,1,2,1,38,0,0,0,0,0,0,293402,297672,304702,311889,182087,185152,10433,12000,13302,7002,6500,7000,0,3.0
24993,24994,460000,1,1,1,49,0,0,0,0,0,0,293429,295998,295807,291616,289529,289449,13200,14000,11500,10500,10500,10000,0,3.0
25001,25002,260000,1,2,2,35,0,0,0,0,0,0,493411,400108,297313,276948,2378,-2709,12325,6633,6889,1025,2047,194102,1,3.0
25016,25017,260000,1,2,1,54,0,0,0,0,0,0,212197,212185,212584,213851,215362,214879,7534,8201,7633,7436,7879,8727,0,3.0
25029,25030,300000,1,3,1,56,0,0,0,0,0,0,282506,281606,261216,156521,120769,110093,20024,20035,6610,20000,4000,4200,0,3.0
25055,25056,240000,1,5,1,50,0,0,0,0,0,0,236470,242059,235353,240001,190904,193710,9560,9000,8790,8013,8125,8000,0,3.0
25084,25085,500000,1,1,1,51,1,2,2,0,0,0,231300,235865,230713,235401,238828,243477,9838,0,10018,8845,8800,9000,0,3.0
25087,25088,550000,1,1,1,53,0,0,0,0,0,0,201417,205430,209720,214030,218096,210264,7110,7353,7534,7385,7253,15000,0,3.0
25123,25124,500000,1,5,1,53,0,0,0,0,0,0,431243,415022,421996,426103,125218,126650,11000,12602,11000,4711,6000,11000,0,3.0
25126,25127,740000,1,1,1,50,0,0,0,0,0,0,321279,316083,317219,296560,285912,268257,13000,13200,11000,10000,10000,15000,0,3.0
25129,25130,320000,1,1,2,57,0,0,0,0,0,0,234704,242324,241384,156047,153955,133407,11000,12000,7500,6200,4600,5000,0,3.0
25132,25133,450000,1,1,1,52,0,0,0,0,0,0,388009,393535,403891,415193,145198,138389,15000,16701,20101,7000,5750,10000,0,3.0
25146,25147,500000,1,1,1,54,2,2,2,0,0,0,518950,539418,519267,518741,516139,514975,39000,0,19000,19000,18000,15000,1,3.0
25360,25361,260000,2,2,2,26,0,0,0,0,0,0,264249,264434,263847,262723,222464,222837,9800,9800,9413,7114,7532,8427,0,3.0
25436,25437,360000,2,1,2,27,0,0,0,0,0,0,297275,307394,314534,289355,274484,247998,20000,15000,19355,10000,10000,10000,0,3.0
